date,plot_id,seed_density,burial_treatment,clam_code,shoot_count,length_cm_1,length_cm_2,length_cm_3,length_cm_4,length_cm_5
3-Dec-25,41,60,1,N,0,NA,NA,NA,NA,NA
3-Dec-25,42,60,1,N,1,NA,NA,NA,NA,NA
3-Dec-25,43,60,1,L,2,NA,NA,NA,NA,NA
3-Dec-25,44,60,1,S,0,NA,NA,NA,NA,NA
3-Dec-25,45,60,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,46,60,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,47,60,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,48,60,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,49,70,1,S,2,NA,NA,NA,NA,NA
3-Dec-25,50,70,1,N,0,NA,NA,NA,NA,NA
3-Dec-25,51,70,1,N,0,NA,NA,NA,NA,NA
3-Dec-25,52,70,1,N,0,NA,NA,NA,NA,NA
3-Dec-25,53,70,0,S,0,NA,NA,NA,NA,NA
3-Dec-25,54,70,0,N,1,NA,NA,NA,NA,NA
3-Dec-25,55,70,0,N,4,NA,NA,NA,NA,NA
3-Dec-25,56,70,0,N,1,NA,NA,NA,NA,NA
3-Dec-25,57,80,1,S,0,NA,NA,NA,NA,NA
3-Dec-25,58,80,1,N,0,NA,NA,NA,NA,NA
3-Dec-25,59,80,1,N,2,NA,NA,NA,NA,NA
3-Dec-25,60,80,1,L,1,NA,NA,NA,NA,NA
3-Dec-25,61,80,0,S,2,NA,NA,NA,NA,NA
3-Dec-25,62,80,0,S,1,NA,NA,NA,NA,NA
3-Dec-25,63,80,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,64,80,0,N,1,NA,NA,NA,NA,NA
3-Dec-25,65,90,1,N,4,NA,NA,NA,NA,NA
3-Dec-25,66,90,1,N,2,NA,NA,NA,NA,NA
3-Dec-25,67,90,1,S,0,NA,NA,NA,NA,NA
3-Dec-25,68,90,1,S,2,NA,NA,NA,NA,NA
3-Dec-25,69,90,0,S,1,NA,NA,NA,NA,NA
3-Dec-25,70,90,0,S,0,NA,NA,NA,NA,NA
3-Dec-25,71,90,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,72,90,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,73,100,1,S,0,NA,NA,NA,NA,NA
3-Dec-25,74,100,1,N,5,NA,NA,NA,NA,NA
3-Dec-25,75,100,1,N,2,NA,NA,NA,NA,NA
3-Dec-25,76,100,1,N,0,NA,NA,NA,NA,NA
3-Dec-25,77,100,0,N,2,NA,NA,NA,NA,NA
3-Dec-25,78,100,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,79,100,0,N,0,NA,NA,NA,NA,NA
3-Dec-25,80,100,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,1,10,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,2,10,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,3,10,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,4,10,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,5,10,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,6,10,0,N,1,2.3,NA,NA,NA,NA
17-Dec-25,7,10,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,8,10,0,S,0,NA,NA,NA,NA,NA
17-Dec-25,9,20,1,S,6,1.9,2.8,2,2.6,1.2
17-Dec-25,10,20,1,S,3,4,2.6,3.9,NA,NA
17-Dec-25,11,20,1,N,3,4.7,2.6,2.2,NA,NA
17-Dec-25,12,20,1,N,1,3.7,NA,NA,NA,NA
17-Dec-25,13,20,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,14,20,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,15,20,0,S,0,NA,NA,NA,NA,NA
17-Dec-25,16,20,0,N,1,2.5,NA,NA,NA,NA
17-Dec-25,17,30,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,18,30,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,19,30,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,20,30,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,21,30,0,S,1,2.8,NA,NA,NA,NA
17-Dec-25,22,30,0,N,3,1.6,3.6,3.8,NA,NA
17-Dec-25,23,30,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,24,30,0,N,1,3.8,NA,NA,NA,NA
17-Dec-25,25,40,1,S,0,NA,NA,NA,NA,NA
17-Dec-25,26,40,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,27,40,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,28,40,1,N,1,1.1,NA,NA,NA,NA
17-Dec-25,29,40,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,30,40,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,31,40,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,32,40,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,33,50,1,N,3,4.4,5.1,4.8,NA,NA
17-Dec-25,34,50,1,N,1,2.1,NA,NA,NA,NA
17-Dec-25,35,50,1,S,4,4.1,1.4,3.5,2.2,NA
17-Dec-25,36,50,1,N,3,3.6,3.8,2.1,NA,NA
17-Dec-25,37,50,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,38,50,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,39,50,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,40,50,0,N,1,5.5,NA,NA,NA,NA
17-Dec-25,41,60,1,L,0,NA,NA,NA,NA,NA
17-Dec-25,42,60,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,43,60,1,N,2,4.5,4.2,NA,NA,NA
17-Dec-25,44,60,1,S,5,3.4,1.9,1.7,1.8,NA
17-Dec-25,45,60,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,46,60,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,47,60,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,48,60,0,N,1,2.4,NA,NA,NA,NA
17-Dec-25,49,70,1,S,3,5.8,4.4,1.6,NA,NA
17-Dec-25,50,70,1,S,0,NA,NA,NA,NA,NA
17-Dec-25,51,70,1,N,1,2.2,NA,NA,NA,NA
17-Dec-25,52,70,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,53,70,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,54,70,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,55,70,0,N,8,4.6,4.7,5.1,2.4,2.4
17-Dec-25,56,70,0,N,1,7.7,NA,NA,NA,NA
17-Dec-25,57,80,1,S,0,NA,NA,NA,NA,NA
17-Dec-25,58,80,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,59,80,1,N,3,2.1,4.1,3.4,NA,NA
17-Dec-25,60,80,1,N,2,4.8,1.8,NA,NA,NA
17-Dec-25,61,80,0,N,2,2.1,2.5,NA,NA,NA
17-Dec-25,62,80,0,N,1,3.5,NA,NA,NA,NA
17-Dec-25,63,80,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,64,80,0,N,1,0.4,NA,NA,NA,NA
17-Dec-25,65,90,1,N,6,3.7,3.5,3.1,3.6,5.5
17-Dec-25,66,90,1,N,5,2,4.1,3.6,4.5,1.7
17-Dec-25,67,90,1,N,0,NA,NA,NA,NA,NA
17-Dec-25,68,90,1,N,4,2.1,4.5,2.2,1.8,NA
17-Dec-25,69,90,0,N,1,3.6,NA,NA,NA,NA
17-Dec-25,70,90,0,S,2,3.3,2.5,NA,NA,NA
17-Dec-25,71,90,0,S,0,NA,NA,NA,NA,NA
17-Dec-25,72,90,0,N,1,2.8,NA,NA,NA,NA
17-Dec-25,73,100,1,S,2,1.6,2.4,NA,NA,NA
17-Dec-25,74,100,1,S,7,1.7,4.1,2.5,5.2,3.7
17-Dec-25,75,100,1,N,1,3.8,NA,NA,NA,NA
17-Dec-25,76,100,1,S,0,NA,NA,NA,NA,NA
17-Dec-25,77,100,0,N,0,NA,NA,NA,NA,NA
17-Dec-25,78,100,0,S,0,NA,NA,NA,NA,NA
17-Dec-25,79,100,0,N,2,3.1,1.7,NA,NA,NA
17-Dec-25,80,100,0,N,2,1.6,2,NA,NA,NA
4-Jan-26,1,10,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,2,10,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,3,10,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,4,10,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,5,10,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,6,10,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,7,10,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,8,10,0,NA,1,1.1,NA,NA,NA,NA
4-Jan-26,9,20,1,NA,3,5.5,4.4,3.4,NA,NA
4-Jan-26,10,20,1,NA,5,2.4,2.6,3.1,4,1.5
4-Jan-26,11,20,1,NA,4,5.4,6.1,3,1.1,NA
4-Jan-26,12,20,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,13,20,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,14,20,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,15,20,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,16,20,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,17,30,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,18,30,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,19,30,1,NA,1,1.5,NA,NA,NA,NA
4-Jan-26,20,30,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,21,30,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,22,30,0,NA,2,5.1,3.9,NA,NA,NA
4-Jan-26,23,30,0,NA,2,0,0,NA,NA,NA
4-Jan-26,24,30,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,25,40,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,26,40,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,27,40,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,28,40,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,29,40,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,30,40,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,31,40,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,32,40,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,33,50,1,NA,2,3.1,4.7,NA,NA,NA
4-Jan-26,34,50,1,NA,1,5,NA,NA,NA,NA
4-Jan-26,35,50,1,NA,2,2.4,4.2,NA,NA,NA
4-Jan-26,36,50,1,NA,0,NA,NA,NA,NA,NA
4-Jan-26,37,50,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,38,50,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,39,50,0,NA,0,NA,NA,NA,NA,NA
4-Jan-26,40,50,0,NA,1,5.9,NA,NA,NA,NA
17-Jan-26,1,10,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,2,10,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,3,10,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,4,10,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,5,10,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,6,10,0,NA,1,5,NA,NA,NA,NA
17-Jan-26,7,10,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,8,10,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,9,20,1,NA,5,6.8,4.2,3.4,5.1,2.9
17-Jan-26,10,20,1,NA,4,4.8,6.8,5.4,6.8,NA
17-Jan-26,11,20,1,NA,5,1.2,1.4,2.1,3.6,2.6
17-Jan-26,12,20,1,NA,2,7.2,5.1,NA,NA,NA
17-Jan-26,13,20,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,14,20,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,15,20,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,16,20,0,NA,1,3,NA,NA,NA,NA
17-Jan-26,17,30,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,18,30,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,19,30,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,20,30,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,21,30,0,NA,1,5.7,NA,NA,NA,NA
17-Jan-26,22,30,0,NA,3,6.1,4.1,8,NA,NA
17-Jan-26,23,30,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,24,30,0,NA,1,5,NA,NA,NA,NA
17-Jan-26,25,40,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,26,40,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,27,40,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,28,40,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,29,40,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,30,40,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,31,40,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,32,40,0,NA,1,3.7,NA,NA,NA,NA
17-Jan-26,33,50,1,NA,2,7.3,4.5,NA,NA,NA
17-Jan-26,34,50,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,35,50,1,NA,2,5.6,3.6,NA,NA,NA
17-Jan-26,36,50,1,NA,1,3.1,NA,NA,NA,NA
17-Jan-26,37,50,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,38,50,0,NA,2,5.4,2.4,NA,NA,NA
17-Jan-26,39,50,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,40,50,0,NA,1,8.1,NA,NA,NA,NA
17-Jan-26,41,60,1,NA,3,5.9,5.5,5.7,NA,NA
17-Jan-26,42,60,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,43,60,1,NA,3,5.1,4,1.8,NA,NA
17-Jan-26,44,60,1,NA,6,5.1,4.2,3.4,4.9,6
17-Jan-26,45,60,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,46,60,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,47,60,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,48,60,0,NA,1,3.9,NA,NA,NA,NA
17-Jan-26,49,70,1,NA,3,8.5,7.7,3.5,NA,NA
17-Jan-26,50,70,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,51,70,1,NA,1,4.6,NA,NA,NA,NA
17-Jan-26,52,70,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,53,70,0,NA,0,NA,NA,NA,NA,NA
